"fl_date","origin","avg_arr_delay","avg_dep_delay","num_of_flights"
"2018-01-01","CLT",13.7565359477124,17.187908496732,612
"2018-01-02","CLT",8.37552155771905,11.5930555555556,720
"2018-01-03","CLT",6.14705882352941,13.4078303425775,613
"2018-01-04","CLT",4.95344506517691,11.1415270018622,537
"2018-01-05","CLT",14.0251572327044,16.2464678178964,637
"2018-01-06","CLT",9.64493996569468,14.6243567753002,583
"2018-01-07","CLT",16.8021472392638,21.3721286370597,653
"2018-01-08","CLT",5.37883959044369,11.5392491467577,586
"2018-01-09","CLT",2.10402684563758,6.63255033557047,596
"2018-01-10","CLT",-4.02552552552553,0.590704647676162,667
"2018-01-11","CLT",4.38939393939394,6.41478129713424,663
"2018-01-12","CLT",20.796178343949,23.7167721518987,632
"2018-01-13","CLT",4.66428571428571,11.0214285714286,560
"2018-01-14","CLT",-2.9280701754386,4.21228070175439,570
"2018-01-15","CLT",3.05714285714286,7.68120805369128,596
"2018-01-16","CLT",-1.52447552447552,4.88235294117647,578
"2018-01-17","CLT",122.658823529412,63.0588235294118,340
"2018-01-18","CLT",8.15492957746479,13.8169014084507,497
"2018-01-19","CLT",0.819402985074627,4.3168908819133,670
"2018-01-20","CLT",-2.82837127845884,4.36602451838879,571
"2018-01-21","CLT",-4.59333333333333,0.795341098169717,601
"2018-01-22","CLT",-4.91973244147157,-0.89983305509182,599
"2018-01-23","CLT",-0.134680134680135,3.63590604026846,596
"2018-01-24","CLT",-1.43303571428571,1.84672619047619,672
"2018-01-25","CLT",3.16196136701337,2.37890044576523,673
"2018-01-26","CLT",-0.555555555555556,1.45333333333333,675
"2018-01-27","CLT",-6.92994746059545,-0.76707530647986,571
"2018-01-28","CLT",4.23618090452261,7.48580968280467,599
"2018-01-29","CLT",-0.237147595356551,4.54304635761589,604
"2018-01-30","CLT",-0.224080267558528,2.09547738693467,598
"2018-01-31","CLT",-2.47172619047619,-0.686011904761905,672
"2018-02-01","CLT",-1.28463855421687,0.242469879518072,667
"2018-02-02","CLT",4.91291291291291,7.00900900900901,668
"2018-02-03","CLT",-1.78842676311031,3.78198198198198,556
"2018-02-04","CLT",63.0122199592668,64.7611336032389,565
"2018-02-05","CLT",12.7853492333901,16.765306122449,596
"2018-02-06","CLT",-2.40816326530612,0.923599320882852,594
"2018-02-07","CLT",16.15,18.8646967340591,664
"2018-02-08","CLT",1.73303167420814,6.13574660633484,667
"2018-02-09","CLT",5.11162079510703,8.51301684532925,667
"2018-02-10","CLT",12.82,16.0379746835443,565
"2018-02-11","CLT",14.6328671328671,17.5657439446367,600
"2018-02-12","CLT",1.76470588235294,6.40771812080537,597
"2018-02-13","CLT",-4.02529510961214,0.249578414839798,594
"2018-02-14","CLT",-3.09707241910632,1.06298003072197,658
"2018-02-15","CLT",2.57879234167894,3.48529411764706,683
"2018-02-16","CLT",1.55131964809384,4.51390922401171,685
"2018-02-17","CLT",4.4631217838765,6.53040540540541,600
"2018-02-18","CLT",5.40816326530612,10.4028213166144,645
"2018-02-19","CLT",6.52225519287834,8.58997050147493,684
"2018-02-20","CLT",10.338880484115,15.9517345399698,682
"2018-02-21","CLT",0.995529061102832,7.30118694362018,684
"2018-02-22","CLT",5.57374631268437,11.023598820059,685
"2018-02-23","CLT",4.28635014836795,9.1,685
"2018-02-24","CLT",5.74111675126904,10.3451178451178,601
"2018-02-25","CLT",4.86870229007634,9.14481707317073,660
"2018-02-26","CLT",17.5329428989751,18.1722627737226,685
"2018-02-27","CLT",-0.635294117647059,-0.0865102639296188,682
"2018-02-28","CLT",2.2606149341142,2.34407027818448,684
"2018-03-01","CLT",24.8712574850299,22.467958271237,685
"2018-03-02","CLT",15.4109090909091,18.820788530466,686
"2018-03-03","CLT",13.1941074523397,19.9393414211438,601
"2018-03-04","CLT",3.85581395348837,7.35648148148148,652
"2018-03-05","CLT",3.17525773195876,5.21122599704579,679
"2018-03-06","CLT",5.43368107302534,5.37741456166419,676
"2018-03-07","CLT",-1.27435064935065,2.77993527508091,677
"2018-03-08","CLT",1.48148148148148,4.07407407407407,679
"2018-03-09","CLT",2.22814814814815,3.31656804733728,677
"2018-03-10","CLT",-2.37542087542088,2.32323232323232,594
"2018-03-11","CLT",8.12576687116565,11.0015313935681,653
"2018-03-12","CLT",10.9923780487805,15.3414264036419,679
"2018-03-13","CLT",1.14375,5.84555382215289,676
"2018-03-14","CLT",12.3511111111111,9.10666666666667,677
"2018-03-15","CLT",4.76627218934911,7.21386430678466,679
"2018-03-16","CLT",2.22008862629247,5.38257016248154,678
"2018-03-17","CLT",-3.36026936026936,1.81313131313131,594
"2018-03-18","CLT",-0.0261136712749616,3.08448540706605,653
"2018-03-19","CLT",1.07522123893805,4.46755162241888,679
"2018-03-20","CLT",18.8551617873652,21.1428571428571,676
"2018-03-21","CLT",7.91482112436116,11.8962585034014,677
"2018-03-22","CLT",10.1661721068249,11.6281481481481,679
"2018-03-23","CLT",7.59555555555556,8.86686390532544,678
"2018-03-24","CLT",2.74616695059625,5.94057724957555,594
"2018-03-25","CLT",0.00306278713629403,3.59111791730475,653
"2018-03-26","CLT",-1.49705014749263,0.610619469026549,679
"2018-03-27","CLT",-2.39407407407407,1.86962962962963,677
"2018-03-28","CLT",-3.9806259314456,0.998511904761905,677
"2018-03-29","CLT",1.88757396449704,5.61356932153392,679
"2018-03-30","CLT",-0.129464285714286,5.63636363636364,673
"2018-03-31","CLT",-4.8125,0.987889273356401,578
"2018-04-01","CLT",-4.965625,1.23556942277691,641
