"fl_date","origin","avg_arr_delay","avg_dep_delay","num_of_flights"
"2018-01-01","SEA",-0.899782135076253,6.16883116883117,462
"2018-01-02","SEA",-0.167002012072435,4.82494969818914,497
"2018-01-03","SEA",-0.922268907563025,4.20964360587002,477
"2018-01-04","SEA",-4.4385593220339,2.23255813953488,473
"2018-01-05","SEA",2.0650406504065,6.94715447154472,492
"2018-01-06","SEA",-4.7325,5.295,400
"2018-01-07","SEA",2.02330508474576,7.04008438818565,474
"2018-01-08","SEA",2.19654427645788,5.57235421166307,463
"2018-01-09","SEA",0.690265486725664,5.29515418502203,454
"2018-01-10","SEA",-8.82056892778993,1.27133479212254,457
"2018-01-11","SEA",0.248394004282655,6.05567451820129,468
"2018-01-12","SEA",3.95309168443497,10.5381355932203,472
"2018-01-13","SEA",-9.58005249343832,-0.299212598425197,381
"2018-01-14","SEA",-6.6270783847981,-0.484633569739953,423
"2018-01-15","SEA",-0.604255319148936,0.391489361702128,470
"2018-01-16","SEA",-6.20982142857143,-3.515625,448
"2018-01-17","SEA",-0.433920704845815,3.74945054945055,455
"2018-01-18","SEA",2.00852878464819,3.40339702760085,471
"2018-01-19","SEA",-5.41176470588235,-0.245798319327731,476
"2018-01-20","SEA",-9.92146596858639,-0.68668407310705,383
"2018-01-21","SEA",-1.14932126696833,3.37697516930023,443
"2018-01-22","SEA",-5.82618025751073,0.447537473233405,467
"2018-01-23","SEA",-5.19955654101996,-0.108407079646018,452
"2018-01-24","SEA",1.33333333333333,1.12608695652174,460
"2018-01-25","SEA",-6.02325581395349,-0.428270042194093,474
"2018-01-26","SEA",-7.48953974895398,1.09205020920502,478
"2018-01-27","SEA",-10.9192708333333,0.625,384
"2018-01-28","SEA",-9.17194570135747,-0.252821670428894,443
"2018-01-29","SEA",-4.72457627118644,0.482029598308668,473
"2018-01-30","SEA",-11.7466960352423,0.723076923076923,455
"2018-01-31","SEA",-20.9244060475162,-8.12311015118791,463
"2018-02-01","SEA",-9.30769230769231,1.97654584221748,470
"2018-02-02","SEA",-7.56382978723404,2.74468085106383,473
"2018-02-03","SEA",-3.46596858638743,8.15183246073298,382
"2018-02-04","SEA",-6.09112709832134,3.46300715990453,421
"2018-02-05","SEA",-6.1727078891258,4.02345415778252,471
"2018-02-06","SEA",-10.7863436123348,-0.31057268722467,454
"2018-02-07","SEA",-11.9366812227074,-0.376086956521739,460
"2018-02-08","SEA",-10.0021505376344,2.9656652360515,471
"2018-02-09","SEA",-4.44186046511628,8.57052631578947,475
"2018-02-10","SEA",-12.7694300518135,0.106217616580311,386
"2018-02-11","SEA",-4.28506787330317,4.6036036036036,444
"2018-02-12","SEA",-9.17584745762712,-2.03601694915254,474
"2018-02-13","SEA",-7.69469026548673,-2.25,453
"2018-02-14","SEA",-4.71136363636364,2.17607223476298,445
"2018-02-15","SEA",-6.34736842105263,4.63025210084034,476
"2018-02-16","SEA",-5.5063025210084,5.90966386554622,476
"2018-02-17","SEA",-1.74025974025974,8.60103626943005,388
"2018-02-18","SEA",13.4581395348837,15.5800464037123,431
"2018-02-19","SEA",-1.14705882352941,4.72536687631027,478
"2018-02-20","SEA",3.68614718614719,7.07327586206897,467
"2018-02-21","SEA",7.77350427350427,6.26865671641791,472
"2018-02-22","SEA",7.94092827004219,10.3873684210526,478
"2018-02-23","SEA",8.03164556962025,10.3663157894737,477
"2018-02-24","SEA",-4.50904392764858,5.97172236503856,393
"2018-02-25","SEA",-4.44988864142539,4.15111111111111,450
"2018-02-26","SEA",-8.28721174004193,-0.951781970649895,477
"2018-02-27","SEA",-8.0728051391863,1.85438972162741,468
"2018-02-28","SEA",-4.63948497854077,1.71092077087794,467
"2018-03-01","SEA",-0.614736842105263,3.02092050209205,480
"2018-03-02","SEA",0.509635974304068,3.89316239316239,483
"2018-03-03","SEA",-4.31105398457584,0.853846153846154,391
"2018-03-04","SEA",4.2488986784141,8.40088105726872,454
"2018-03-05","SEA",-1.8004158004158,3.76091476091476,481
"2018-03-06","SEA",-8.8592750533049,-1.02985074626866,470
"2018-03-07","SEA",-7.9936170212766,-2.51489361702128,476
"2018-03-08","SEA",-0.309426229508197,4.81147540983607,488
"2018-03-09","SEA",-6.28571428571429,1.58859470468432,491
"2018-03-10","SEA",-4.59158415841584,-1.58168316831683,404
"2018-03-11","SEA",1.83958333333333,3.34166666666667,480
"2018-03-12","SEA",-1.57425742574257,0.25098814229249,508
"2018-03-13","SEA",3.93970893970894,-0.245322245322245,486
"2018-03-14","SEA",3.46464646464646,2.24949698189135,497
"2018-03-15","SEA",2.21456692913386,1.4488188976378,510
"2018-03-16","SEA",6.50984251968504,4.41732283464567,509
"2018-03-17","SEA",-3.47196261682243,-1.20327102803738,431
"2018-03-18","SEA",-2.53653444676409,1.4625,481
"2018-03-19","SEA",-2.75498007968128,-0.428286852589641,509
"2018-03-20","SEA",0.65424430641822,3.48861283643892,487
"2018-03-21","SEA",1.29192546583851,4.37474120082816,498
"2018-03-22","SEA",17.218253968254,12.2322834645669,510
"2018-03-23","SEA",15.3149606299213,11.3188976377953,510
"2018-03-24","SEA",1.31162790697674,1.88631090487239,431
"2018-03-25","SEA",-1.40918580375783,1.59375,481
"2018-03-26","SEA",3,5.48228346456693,509
"2018-03-27","SEA",0.771604938271605,4.78600823045267,487
"2018-03-28","SEA",-3.82128514056225,3.01204819277108,498
"2018-03-29","SEA",-5.11811023622047,3.90176817288802,509
"2018-03-30","SEA",-5.19488188976378,4.41535433070866,508
"2018-03-31","SEA",-6.97435897435897,2.62558139534884,430
