"fl_date","origin","avg_arr_delay","avg_dep_delay","num_of_flights"
"2018-01-01","SFO",3.25254582484725,11.9166666666667,492
"2018-01-02","SFO",1.75855513307985,5.98098859315589,526
"2018-01-03","SFO",-2.4601593625498,5.49404761904762,504
"2018-01-04","SFO",-1.50652173913043,7.53563714902808,463
"2018-01-05","SFO",10.5188866799205,17.5626242544732,503
"2018-01-06","SFO",-3.01395348837209,7.06728538283063,431
"2018-01-07","SFO",9.1797520661157,14.0864197530864,486
"2018-01-08","SFO",19.7991360691145,22.3282937365011,463
"2018-01-09","SFO",10.8774617067834,15.7729257641921,458
"2018-01-10","SFO",10.6702586206897,17.6301075268817,465
"2018-01-11","SFO",3.42291666666667,11.3278008298755,482
"2018-01-12","SFO",35.037422037422,35.7344398340249,482
"2018-01-13","SFO",-4.21428571428571,3.47354497354497,378
"2018-01-14","SFO",-2.54394299287411,4.25355450236967,422
"2018-01-15","SFO",-4.160751565762,3.60334029227557,479
"2018-01-16","SFO",-1.45806451612903,1.61158798283262,466
"2018-01-17","SFO",0.719565217391304,2.75434782608696,460
"2018-01-18","SFO",5.004158004158,8.94813278008299,482
"2018-01-19","SFO",-7.47454175152749,1.13821138211382,492
"2018-01-20","SFO",-8.1259842519685,1.4488188976378,381
"2018-01-21","SFO",16.5258426966292,21.4040178571429,448
"2018-01-22","SFO",3.2092050209205,5.13179916317992,478
"2018-01-23","SFO",-9.96559139784946,-1.39569892473118,465
"2018-01-24","SFO",20.1301518438178,16.1496746203905,461
"2018-01-25","SFO",-5.36530612244898,2.20816326530612,490
"2018-01-26","SFO",-8.22874493927126,0.370445344129555,494
"2018-01-27","SFO",-12.9893899204244,-3.5026455026455,378
"2018-01-28","SFO",-6.3859649122807,-1.83552631578947,456
"2018-01-29","SFO",-7.08230452674897,-1.62962962962963,486
"2018-01-30","SFO",-8.24468085106383,-0.451063829787234,470
"2018-01-31","SFO",-12.4033970276008,-2.69214437367304,471
"2018-02-01","SFO",1.45585215605749,10.7186858316222,491
"2018-02-02","SFO",-8.06910569105691,0.0447154471544715,494
"2018-02-03","SFO",-8.65343915343915,-0.288359788359788,379
"2018-02-04","SFO",-7.07906976744186,0.867749419953596,433
"2018-02-05","SFO",-6.06832298136646,0.985537190082645,491
"2018-02-06","SFO",-7.3169164882227,-0.80728051391863,473
"2018-02-07","SFO",-0.136460554371002,3.46072186836518,475
"2018-02-08","SFO",-6.96913580246914,1.18480492813142,491
"2018-02-09","SFO",8.01452282157676,16.8483606557377,496
"2018-02-10","SFO",-10.1947368421053,1.48952879581152,383
"2018-02-11","SFO",4.88864628820961,10.8886462882096,459
"2018-02-12","SFO",-7.10838445807771,0.5,491
"2018-02-13","SFO",-4.98936170212766,2.33829787234043,474
"2018-02-14","SFO",-10.1820175438596,1.8640350877193,457
"2018-02-15","SFO",-4.5080971659919,6.04828973843058,500
"2018-02-16","SFO",-1.99402390438247,6.44642857142857,504
"2018-02-17","SFO",-9.8772378516624,1.03571428571429,392
"2018-02-18","SFO",-4.765625,2.91741071428571,449
"2018-02-19","SFO",0.186234817813765,6.29494949494949,498
"2018-02-20","SFO",0.530364372469636,6.48080808080808,497
"2018-02-21","SFO",-3.5189620758483,2.40518962075848,502
"2018-02-22","SFO",12.062,13.4652087475149,504
"2018-02-23","SFO",-2.51778656126482,5.03944773175542,507
"2018-02-24","SFO",-3.75888324873096,4.75189873417721,396
"2018-02-25","SFO",-6.30982905982906,3.99575371549894,473
"2018-02-26","SFO",5.2064128256513,11.294,503
"2018-02-27","SFO",-9.53360488798371,0.142276422764228,496
"2018-02-28","SFO",12.5645161290323,14.4507042253521,502
"2018-03-01","SFO",30.3855421686747,39.1831325301205,499
"2018-03-02","SFO",14.8755186721992,21.0920245398773,507
"2018-03-03","SFO",3.38759689922481,11.012853470437,395
"2018-03-04","SFO",-3.83083511777302,6.3134328358209,471
"2018-03-05","SFO",-5.83870967741935,4.83366733466934,501
"2018-03-06","SFO",-10.4549180327869,-0.494887525562372,493
"2018-03-07","SFO",-5.55301455301455,2.67080745341615,499
"2018-03-08","SFO",-5.18811881188119,4.96640316205534,510
"2018-03-09","SFO",-3.98846153846154,5.96730769230769,520
"2018-03-10","SFO",-11.5428571428571,0.496437054631829,422
"2018-03-11","SFO",19.1888667992048,22.9246031746032,504
"2018-03-12","SFO",5.1497975708502,9.01012145748988,520
"2018-03-13","SFO",10.2880324543611,12.3874239350913,515
"2018-03-14","SFO",20.0350877192982,22.0389863547758,521
"2018-03-15","SFO",29.4325955734406,28.9318637274549,521
"2018-03-16","SFO",14.754,23.232,517
"2018-03-17","SFO",-6.62028301886792,3.06572769953052,429
"2018-03-18","SFO",-2.71,5.53892215568862,505
"2018-03-19","SFO",-2.1378640776699,6.60194174757282,520
"2018-03-20","SFO",27.7844444444444,37.3311258278146,515
"2018-03-21","SFO",46.78896882494,51.0334128878282,519
"2018-03-22","SFO",45.9064449064449,45.6652892561983,520
"2018-03-23","SFO",-0.0469667318982387,10.0604288499025,519
"2018-03-24","SFO",-3.09198113207547,7.52570093457944,430
"2018-03-25","SFO",-2.46906187624751,3.32534930139721,504
"2018-03-26","SFO",2.00773694390716,4.46332046332046,520
"2018-03-27","SFO",0.958742632612967,2.77996070726916,512
"2018-03-28","SFO",0.299806576402321,4.52702702702703,519
"2018-03-29","SFO",3.72093023255814,8.06576402321083,519
"2018-03-30","SFO",0.0313111545988258,6.59882583170254,512
"2018-03-31","SFO",-11.5673076923077,4.61390887290168,417
"2018-04-01","SFO",0.273100616016427,8.55122950819672,490
